id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time
2210,Tarte au chocolat et caramel (au beurre salé),https://www.marmiton.org/recettes/recette_tarte-au-chocolat-et-caramel-au-beurre-sale_22141.aspx,4.2,dessert,sauce sucrée,caramel,,,facile,bon marché,4,20,25,45
2211,Pâte à crêpes très simple et pas chère,https://www.marmiton.org/recettes/recette_pate-a-crepes-tres-simple_20648.aspx,4.4,dessert,crêpe,pâte à crêpes,,,très facile,bon marché,4,10,15,25
2212,Crumble pomme framboises,https://www.marmiton.org/recettes/recette_crumble-pomme-framboises_28411.aspx,4.7,dessert,crumble,autres crumbles,,,très facile,bon marché,4,20,35,55
2213,Tiramisu aux pommes caramélisées et à la cannelle,https://www.marmiton.org/recettes/recette_tiramisu-aux-pommes-caramelisees-et-a-la-cannelle_68982.aspx,4.8,dessert,tiramisu,,,,facile,bon marché,4,30,5,35
2214,"Gâteau aux pommes, mascarpone et cacao",https://www.marmiton.org/recettes/recette_gateau-aux-pommes-mascarpone-et-cacao_313214.aspx,4.2,dessert,gâteau,gâteau aux pommes,,,facile,bon marché,4,20,45,65
2215,Gâteau pralin rapide,https://www.marmiton.org/recettes/recette_gateau-pralin-rapide_71077.aspx,4.7,,,,,,très facile,bon marché,4,15,35,50
2216,Moelleux au chocolat,https://www.marmiton.org/recettes/recette_moelleux-au-chocolat_17982.aspx,4.8,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,15,10,25
2217,Madeleines au citron,https://www.marmiton.org/recettes/recette_madeleines-au-citron_44512.aspx,4.7,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,15,12,27
2218,Tarte aux noix caramélisée,https://www.marmiton.org/recettes/recette_tarte-aux-noix-caramelisee_35724.aspx,4.8,dessert,tarte,tarte aux noix,,,très facile,bon marché,4,15,30,45
2219,Clafoutis Grand-Mère aux cerises au Thermomix,https://www.marmiton.org/recettes/recette_clafoutis-aux-cerises-au-thermomix_382541.aspx,0.0,dessert,flan,clafoutis,,,facile,bon marché,4,10,35,45
2220,Agneau de Pâques (Osterlammele),https://www.marmiton.org/recettes/recette_agneau-de-paques-osterlammele_22178.aspx,4.5,,,,,,très facile,bon marché,4,10,30,40
2221,Dessert de céréales quaker,https://www.marmiton.org/recettes/recette_dessert-de-cereales-quaker_53709.aspx,0.0,,,,,,très facile,bon marché,4,15,15,30
2222,Tiramisu chocolat speculoos très facile,https://www.marmiton.org/recettes/recette_tiramisu-chocolat-speculoos-tres-facile_313048.aspx,5.0,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,15,24,39
2223,Flan antillais,https://www.marmiton.org/recettes/recette_flan-antillais_15300.aspx,4.8,dessert,flan,,,,très facile,bon marché,4,10,45,55
2224,Pâte levée,https://www.marmiton.org/recettes/recette_pate-levee_16121.aspx,4.0,,,,,,très facile,bon marché,4,15,0,15
2229,Madeleines moelleuses au beurre,https://www.marmiton.org/recettes/recette_madeleines-moelleuses-au-beurre_305489.aspx,4.4,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,20,15,35
2230,Bûche au citron meringuée,https://www.marmiton.org/recettes/recette_buche-au-citron-meringuee_337059.aspx,4.7,dessert,bûche de Noël,autres bûches,,,moyenne,moyen,4,1,10,11
2231,Merde j'ai plus qu'deux oeufs !! (gâteau au chocolat très bon),https://www.marmiton.org/recettes/recette_merde-j-ai-plus-qu-deux-oeufs-gateau-au-chocolat-tres-bon_31788.aspx,4.5,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,10,25,35
2232,Tiramisu aux fruits rouges facile,https://www.marmiton.org/recettes/recette_tiramisu-aux-fruits-rouges-facile_170848.aspx,4.8,dessert,tiramisu,,,,très facile,moyen,4,20,0,20
2233,Tarte à l'ananas,https://www.marmiton.org/recettes/recette_tarte-a-l-ananas_33636.aspx,4.7,,,,,,très facile,bon marché,4,20,25,45
2234,Yaourt au chocolat (à la yaourtière),https://www.marmiton.org/recettes/recette_yaourt-au-chocolat-a-la-yaourtiere_527906.aspx,1.9,dessert,,,,,facile,bon marché,4,15,0,15
2235,Moelleux aux noix,https://www.marmiton.org/recettes/recette_moelleux-aux-noix_28929.aspx,3.3,dessert,gâteau,gâteau aux noix,,,facile,moyen,4,25,25,50
2236,Gâteau reine de saba,https://www.marmiton.org/recettes/recette_gateau-reine-de-saba_28239.aspx,4.8,dessert,gâteau,gâteau au chocolat,,,facile,bon marché,4,30,35,65
2237,Pastèque en salade et melon au thé vert,https://www.marmiton.org/recettes/recette_pasteque-en-salade-et-melon-au-the-vert_29735.aspx,4.8,,,,,,très facile,bon marché,4,10,0,10
2238,Fondant au chocolat sans beurre rapide et facile,https://www.marmiton.org/recettes/recette_fondant-au-chocolat-sans-beurre-rapide-et-facile_231510.aspx,4.4,dessert,gâteau,gâteau au chocolat,,,facile,bon marché,4,15,15,30
2239,Le cannelé surprise de Jeffrey Cagnes,https://www.marmiton.org/recettes/recette_le-cannele-surprise-de-jeffrey-cagnes_382792.aspx,5.0,dessert,gâteau,petits gâteaux,,,moyenne,moyen,4,30,30,60
2240,Mon gâteau pommes-amandes tout léger,https://www.marmiton.org/recettes/recette_mon-gateau-pommes-amandes-tout-leger_34519.aspx,4.5,dessert,gâteau,gâteau aux pommes,,,très facile,bon marché,4,20,40,60
2241,La verrine aux framboises et spéculoos de Georgette,https://www.marmiton.org/recettes/recette_la-verrine-aux-framboises-et-speculoos-de-georgette_307660.aspx,5.0,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,20,0,20
2242,biscuit roulé,https://www.marmiton.org/recettes/recette_biscuit-roule_21341.aspx,4.7,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,15,10,25
2243,Savarin,https://www.marmiton.org/recettes/recette_savarin_336287.aspx,0.0,dessert,savarin,,,,moyenne,moyen,4,30,40,70
2244,Cake aux raisins secs,https://www.marmiton.org/recettes/recette_cake-aux-raisins-secs_14523.aspx,4.4,,,,,,très facile,bon marché,4,25,45,70
2245,Gâteau au chocolat fondant,https://www.marmiton.org/recettes/recette_gateau-au-chocolat-fondant_15881.aspx,4.1,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,25,30,55
2246,Mazapan ou pâte d'amande espagnole,https://www.marmiton.org/recettes/recette_mazapan-ou-pate-d-amande-espagnole_85905.aspx,0.0,,,,,,facile,bon marché,4,35,2,37
2247,Dègué (thiakry),https://www.marmiton.org/recettes/recette_degue-thiakry_530238.aspx,0.0,dessert,,,,,facile,bon marché,4,10,0,10
2248,Mini donuts à la machine,https://www.marmiton.org/recettes/recette_mini-donuts-a-la-machine_334708.aspx,2.4,dessert,beignet et friture,donuts,,,facile,bon marché,4,110,5,115
2249,Flamby,https://www.marmiton.org/recettes/recette_flamby_371806.aspx,3.5,dessert,flan,,,,facile,bon marché,4,15,10,25
2250,Crème au praliné,https://www.marmiton.org/recettes/recette_creme-au-praline_13280.aspx,2.3,,,,,,facile,bon marché,4,15,0,15
2251,Pommes cannelle express (micro-ondes),https://www.marmiton.org/recettes/recette_pommes-cannelle-express-micro-ondes_28882.aspx,4.8,,,,,,très facile,bon marché,4,5,5,10
2252,Gaufres sèches du Nord,https://www.marmiton.org/recettes/recette_gaufres-seches-du-nord_96089.aspx,3.5,dessert,gaufre,,,,très facile,bon marché,4,15,3,18
2253,Cake aux amandes,https://www.marmiton.org/recettes/recette_cake-aux-amandes_30355.aspx,3.6,,,,,,très facile,bon marché,4,20,1,21
2254,Torta caprese (fondant chocolat et amandes),https://www.marmiton.org/recettes/recette_torta-caprese-fondant-chocolat-et-amandes_530239.aspx,5.0,dessert,gâteau,gâteau au chocolat,,,facile,bon marché,4,0,0,0
2255,Délice de poires épicées au vin rouge,https://www.marmiton.org/recettes/recette_delice-de-poires-epicees-au-vin-rouge_29554.aspx,4.9,,,,,,facile,moyen,4,15,40,55
2256,Perles au coco,https://www.marmiton.org/recettes/recette_perles-au-coco_21099.aspx,4.3,,,,,,facile,bon marché,4,20,10,30
2257,Pâte à crèpes moelleuse riche en oeufs,https://www.marmiton.org/recettes/recette_pate-a-crepes-moelleuse-riche-en-oeufs_55537.aspx,4.7,dessert,crêpe,pâte à crêpes,,,très facile,bon marché,4,10,30,40
2258,Gâteau magique au chocolat blanc et framboises,https://www.marmiton.org/recettes/recette_gateau-magique-au-chocolat-blanc-et-framboises_325186.aspx,4.1,dessert,gâteau,gâteau au chocolat,,,facile,bon marché,4,30,50,80
2259,Mousse aux spéculoos,https://www.marmiton.org/recettes/recette_mousse-au-speculoos_81990.aspx,4.6,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,20,0,20
2260,Kürtöskalacs (Hongrie),https://www.marmiton.org/recettes/recette_kurtoskalacs-hongrie_55274.aspx,4.5,,,,,,moyenne,bon marché,4,1,10,11
2261,Sellou (Maroc),https://www.marmiton.org/recettes/recette_sellou-maroc_48552.aspx,2.0,,,,,,difficile,moyen,4,1,30,31
2262,Biscuits au nutella style choco,https://www.marmiton.org/recettes/recette_biscuits-au-nutella-style-choco_82718.aspx,4.3,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,10,5,15
2263,Crumble aux Kiwis,https://www.marmiton.org/recettes/recette_crumble-aux-kiwis_61419.aspx,4.7,dessert,crumble,autres crumbles,,,facile,bon marché,4,10,30,40
2264,Macaron géant framboise/litchi/rose - presque un Ispahan,https://www.marmiton.org/recettes/recette_macaron-geant-framboise-litchi-rose-presque-un-ispahan_65922.aspx,4.8,dessert,gâteau,petits gâteaux,,,difficile,bon marché,4,2,30,32
2265,Crêpes faciles,https://www.marmiton.org/recettes/recette_crepes-faciles_15899.aspx,3.6,dessert,crêpe,crêpes sucrées,,,très facile,bon marché,4,10,0,10
2266,Charlotte aux fraises et fromage blanc,https://www.marmiton.org/recettes/recette_charlotte-aux-fraises-et-fromage-blanc_28852.aspx,4.5,dessert,charlotte,charlotte aux fraises,,,très facile,bon marché,4,15,0,15
2267,Fondant au chocolat caramel Nestlé Dessert®,https://www.marmiton.org/recettes/recette_fondant-au-chocolat-caramel_371363.aspx,4.4,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,10,15,25
2268,Semoule toute simple mais sensationnelle,https://www.marmiton.org/recettes/recette_semoule-toute-simple-mais-sensationnelle_22199.aspx,4.3,,,,,,très facile,bon marché,4,30,10,40
2269,Irmik tatlisi (gâteau Turc),https://www.marmiton.org/recettes/recette_irmik-tatlisi-gateau-turc_228005.aspx,5.0,,,,,,facile,bon marché,4,30,30,60
2270,Far breton facile,https://www.marmiton.org/recettes/recette_far-breton-facile_13202.aspx,4.0,dessert,flan,far breton,,,très facile,bon marché,4,10,50,60
2271,Pâte sablée pour tartes ou biscuits sablés,https://www.marmiton.org/recettes/recette_pate-sablee-pour-tartes-ou-biscuits-sables_25146.aspx,4.6,dessert,tarte,pâte à tarte,,,facile,moyen,4,20,15,35
2272,Croissants de lune maison,https://www.marmiton.org/recettes/recette_croissants-de-lune-maison_19592.aspx,4.0,dessert,viennoiseries,croissant,,,moyenne,bon marché,4,15,8,23
2273,Muffins au citron,https://www.marmiton.org/recettes/recette_muffins-au-citron_89097.aspx,3.3,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,10,20,30
2274,Glace Mystère,https://www.marmiton.org/recettes/recette_glace-mystere_63490.aspx,5.0,dessert,dessert glacé,glace,,,très facile,bon marché,4,15,0,15
2275,Chouquettes au Thermomix,https://www.marmiton.org/recettes/recette_chouquettes-au-thermomix_375089.aspx,4.2,dessert,choux,chouquettes,,,facile,bon marché,4,25,30,55
2276,Biscuits marocain à l'amande,https://www.marmiton.org/recettes/recette_biscuits-marocain-a-l-amande_70288.aspx,4.8,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,10,10,20
2277,Pogne de Romans ou Saint Genix,https://www.marmiton.org/recettes/recette_pogne-de-romans-ou-saint-genix_50085.aspx,4.2,,,,,,moyenne,moyen,4,30,30,60
2278,Gâteau sablé aux pruneaux,https://www.marmiton.org/recettes/recette_gateau-sable-aux-pruneaux_27625.aspx,4.8,dessert,gâteau,petits gâteaux,,,facile,moyen,4,20,40,60
2279,Café liégeois frappé,https://www.marmiton.org/recettes/recette_cafe-liegeois-frappe_21147.aspx,0.0,dessert,crème,liégeois,,,facile,moyen,4,10,0,10
2280,The real English apple crumble,https://www.marmiton.org/recettes/recette_the-real-english-apple-crumble_48956.aspx,4.2,dessert,crumble,autres crumbles,,,très facile,bon marché,4,15,50,65
2281,Glace au chocolat facile,https://www.marmiton.org/recettes/recette_glace-au-chocolat-facile_80294.aspx,4.7,dessert,dessert glacûˋ,glace,,,trû´s facile,bon marchûˋ,4,0,0,0
2282,La Ciambella (gâteau italien),https://www.marmiton.org/recettes/recette_la-ciambella-gateau-italien_173050.aspx,4.6,,,,,,facile,bon marché,4,15,35,50
2283,Fouace d'Emma,https://www.marmiton.org/recettes/recette_fouace-facile_32854.aspx,3.5,,,,,,très facile,bon marché,4,10,30,40
2284,Macarons à la vanille,https://www.marmiton.org/recettes/recette_macarons-a-la-vanille_330505.aspx,4.3,dessert,gâteau,petits gâteaux,,,moyenne,bon marché,4,2,10,12
2285,Riz au lait cuit au four,https://www.marmiton.org/recettes/recette_riz-au-lait-cuit-au-four_16278.aspx,4.5,dessert,crème,riz au lait,,,très facile,bon marché,4,5,2,7
2286,Floraline au chocolat,https://www.marmiton.org/recettes/recette_floraline-au-chocolat_63140.aspx,3.5,,,,,,facile,bon marché,4,30,30,60
2287,Gaufres sans oeufs,https://www.marmiton.org/recettes/recette_gaufres-sans-oeufs_61328.aspx,3.9,dessert,gaufre,,,,très facile,bon marché,4,5,5,10
2288,Bûche de Noël à la mousse de framboises,https://www.marmiton.org/recettes/recette_buche-de-noel-a-la-mousse-de-framboises_313971.aspx,4.7,dessert,bûche de Noël,autres bûches,,,facile,bon marché,4,45,20,65
2289,Tarte abricots pistaches,https://www.marmiton.org/recettes/recette_tarte-abricots-pistaches_217576.aspx,4.3,dessert,tarte,tarte aux abricots,,,facile,moyen,4,20,40,60
2290,Miroir au chocolat,https://www.marmiton.org/recettes/recette_miroir-au-chocolat_51201.aspx,5.0,,,,,,moyenne,moyen,4,1,30,31
2291,Galette comtoise,https://www.marmiton.org/recettes/recette_galette-comtoise_15853.aspx,4.7,,,,,,très facile,bon marché,4,10,20,30
2292,Tarte Amandine aux pommes et crème d'amandes,https://www.marmiton.org/recettes/recette_tarte-amandine-aux-pommes-et-creme-d-amandes_232303.aspx,3.6,dessert,tarte,tarte aux pommes,,,facile,bon marché,4,30,40,70
2293,Gâteau aux pommes de grand mère,https://www.marmiton.org/recettes/recette_gateau-aux-pommes-de-grand-mere_57481.aspx,4.6,dessert,gâteau,gâteau aux pommes,,,très facile,bon marché,4,15,35,50
2294,Entremet tout chocolat,https://www.marmiton.org/recettes/recette_entremet-tout-chocolat_529459.aspx,5.0,dessert,dessert au chocolat,,,,facile,bon marché,4,30,0,30
2295,Pain perdu de ma mamie Bernadette,https://www.marmiton.org/recettes/recette_pain-perdu-de-ma-mamie-bernadette_72975.aspx,4.9,dessert,Pain perdu,,,,très facile,bon marché,4,10,10,20
2296,Glace royale,https://www.marmiton.org/recettes/recette_glace-royale_371876.aspx,5.0,dessert,sauce sucrée,glaçage,,,très facile,bon marché,4,5,0,5
2297,Flan aux oeufs de ma Mamie,https://www.marmiton.org/recettes/recette_flan-aux-oeufs-de-ma-mamie_60747.aspx,4.1,dessert,flan,,,,facile,bon marché,4,40,10,50
2298,Bavarois au chocolat noir et au chocolat blanc,https://www.marmiton.org/recettes/recette_bavarois-au-chocolat-noir-et-au-chocolat-blanc_53312.aspx,4.7,dessert,bavarois,,,,facile,moyen,4,1,10,11
2299,Fondant au chocolat au micro-ondes,https://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-micro-ondes_12855.aspx,4.1,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,10,6,16
2300,clafoutis aux mûres du jardin,https://www.marmiton.org/recettes/recette_clafoutis-aux-mures-du-jardin_80017.aspx,4.7,dessert,flan,clafoutis,,,très facile,bon marché,4,15,20,35
2301,Les gaufres du mercredi,https://www.marmiton.org/recettes/recette_les-gaufres-du-mercredi_19045.aspx,4.5,dessert,gaufre,,,,très facile,bon marché,4,20,3,23
2302,Gâteau de semoule aux raisins sec,https://www.marmiton.org/recettes/recette_gateau-de-semoule-aux-raisins-sec_71843.aspx,4.9,dessert,gâteau,gâteau de semoule,,,très facile,bon marché,4,20,35,55
2303,Mousse aux marrons,https://www.marmiton.org/recettes/recette_mousse-aux-marrons_344497.aspx,5.0,,,,,,facile,bon marché,4,15,0,15
2304,tarte aux pommes à la crème pâtissière,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-a-la-creme-patissiere_336576.aspx,4.9,dessert,tarte,tarte aux pommes,,,moyenne,moyen,4,45,30,75
2305,Mousse au café,https://www.marmiton.org/recettes/recette_mousse-au-cafe_20968.aspx,4.2,,,,,,facile,bon marché,4,20,10,30
2306,Bûche de Noël crème pâtissière et chocolat,https://www.marmiton.org/recettes/recette_buche-de-noel-creme-patissiere-et-chocolat_34126.aspx,4.4,dessert,bûche de Noël,bûche au chocolat,,,moyenne,moyen,4,40,8,48
2307,Gourmandises au Nutella,https://www.marmiton.org/recettes/recette_gourmandises-au-nutella_314174.aspx,4.6,,,,,,facile,bon marché,4,15,20,35
2308,Gâteau madeleine,https://www.marmiton.org/recettes/recette_gateau-madeleine_36148.aspx,4.6,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,20,30,50
2309,Brioche aux pépites de chocolat,https://www.marmiton.org/recettes/recette_brioche-aux-pepites-de-chocolat_35890.aspx,2.6,dessert,brioche,autres brioches,,,très facile,bon marché,4,130,30,160
2310,Tourtière landaise,https://www.marmiton.org/recettes/recette_tourtiere-landaise_13054.aspx,4.6,,,,,,moyenne,moyen,4,20,30,50
2311,Cake aux poires et chocolat fondant,https://www.marmiton.org/recettes/recette_cake-aux-poires-et-chocolat-fondant_38922.aspx,4.6,dessert,gâteau,cakes,,,très facile,bon marché,4,10,40,50
2312,Clafoutis aux petites prunes jaunes de Provence,https://www.marmiton.org/recettes/recette_clafoutis-aux-petites-prunes-jaunes-de-provence_325119.aspx,3.0,dessert,flan,clafoutis,,,facile,bon marché,4,15,45,60
2313,Bûche de Noël crème de marrons chantilly,https://www.marmiton.org/recettes/recette_buche-de-noel-creme-de-marrons-chantilly_175535.aspx,4.9,dessert,bûche de Noël,autres bûches,,,moyenne,moyen,4,130,12,142
2314,Halwa (Gâteau indien),https://www.marmiton.org/recettes/recette_halwa-gateau-indien_315045.aspx,3.0,dessert,gâteau,gâteau aux carottes,,,facile,bon marché,4,0,10,10
2315,Moelleux à la crème de marron,https://www.marmiton.org/recettes/recette_moelleux-a-la-creme-de-marron_34068.aspx,4.6,dessert,sauce sucrée,crème de marrons,,,très facile,bon marché,4,10,45,55
2316,Crème moelleuse à l'orange ultra-facile,https://www.marmiton.org/recettes/recette_creme-moelleuse-a-l-orange-ultra-facile_58290.aspx,4.6,,,,,,très facile,bon marché,4,20,15,35
2568,Vinaigrette simple et rapide,https://www.marmiton.org/recettes/recette_vinaigrette-simple-et-rapide_81523.aspx,4.6,sauce salée,vinaigrette,,,,très facile,bon marché,4,2,0,2
2317,Riz au lait sur lit de caramel à la fleur de sel,https://www.marmiton.org/recettes/recette_riz-au-lait-sur-lit-de-caramel-a-la-fleur-de-sel_229844.aspx,4.5,dessert,sauce sucrée,caramel,,,facile,bon marché,4,30,40,70
2318,Tiramisu aux speculoos (Sans alcool),https://www.marmiton.org/recettes/recette_tiramisu-aux-speculoos-sans-alcool_85053.aspx,4.7,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,30,0,30
2319,Tourment d'amour (Guadeloupe),https://www.marmiton.org/recettes/recette_tourment-d-amour-guadeloupe_14576.aspx,3.0,,,,,,moyenne,bon marché,4,20,1,21
2320,Charlotte poire-chocolat-mascarpone,https://www.marmiton.org/recettes/recette_charlotte-poire-chocolat-mascarpone_48228.aspx,3.7,dessert,charlotte,charlotte au chocolat,,,très facile,bon marché,4,20,0,20
2321,Panna cotta framboises et spéculoos,https://www.marmiton.org/recettes/recette_panna-cotta-aux-framboises-et-speculoos_171546.aspx,4.7,dessert,crème,panna cotta,,,moyenne,moyen,4,15,0,15
2322,Flan libanais à l'eau de fleurs d'oranger (m'halbi),https://www.marmiton.org/recettes/recette_flan-libanais-a-l-eau-de-fleurs-d-oranger-m-halbi_25765.aspx,4.6,dessert,flan,,,,très facile,bon marché,4,10,15,25
2323,Goulab Jamun / gâteaux au sirop de rose (Inde),https://www.marmiton.org/recettes/recette_goulab-jamun-gateaux-au-sirop-de-rose-inde_15689.aspx,3.4,,,,,,facile,bon marché,4,10,20,30
2324,Gaufres picardes,https://www.marmiton.org/recettes/recette_gaufres-picardes_33368.aspx,4.5,dessert,gaufre,,,,très facile,bon marché,4,20,0,20
2325,Petits gâteaux tout chocolat,https://www.marmiton.org/recettes/recette_petits-gateaux-tout-chocolat_36095.aspx,4.8,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,10,15,25
2326,Gâteau au lait condensé,https://www.marmiton.org/recettes/recette_gateau-au-lait-condense_166618.aspx,4.9,,,,,,facile,bon marché,4,10,35,45
2327,Cake aux carambars,https://www.marmiton.org/recettes/recette_cake-aux-carambars_73961.aspx,4.7,,,,,,très facile,bon marché,4,20,40,60
2328,Pizza dessert au Nutella,https://www.marmiton.org/recettes/recette_pizza-dessert-au-nutella_22191.aspx,4.4,,,,,,très facile,bon marché,4,10,15,25
2329,Beignets nature,https://www.marmiton.org/recettes/recette_beignets-nature_339582.aspx,3.3,dessert,beignet et friture,beignets sucrés,,,facile,bon marché,4,30,5,35
2330,Mugcake à la vanille,https://www.marmiton.org/recettes/recette_mugcake-a-la-vanille_322695.aspx,3.5,dessert,gâteau,mugcake,,,facile,bon marché,4,4,1,5
2331,Massepain (le vrai),https://www.marmiton.org/recettes/recette_massepain-le-vrai_23961.aspx,4.0,,,,,,très facile,bon marché,4,15,45,60
2332,Cookies sans gluten,https://www.marmiton.org/recettes/recette_cookies-sans-gluten_66599.aspx,4.6,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,20,15,35
2333,Chebakia,https://www.marmiton.org/recettes/recette_chebakia_371912.aspx,3.0,dessert,gâteau,,,,facile,bon marché,4,45,15,60
2334,Yaourts vanille maison,https://www.marmiton.org/recettes/recette_yaourts-vanille-maison_82218.aspx,4.1,,,,,,très facile,bon marché,4,15,8,23
2335,Glace à la banane,https://www.marmiton.org/recettes/recette_glace-a-la-banane_13516.aspx,4.8,dessert,dessert glacé,glace,,,très facile,bon marché,4,15,0,15
2336,Basboussa à l'orange,https://www.marmiton.org/recettes/recette_basboussa-a-l-orange_92682.aspx,4.0,,,,,,très facile,bon marché,4,15,30,45
2337,Pim's géant,https://www.marmiton.org/recettes/recette_pim-s-geant_60114.aspx,4.6,,,,,,moyenne,bon marché,4,30,20,50
2338,Pain perdu roulé au Nutella,https://www.marmiton.org/recettes/recette_pain-perdu-roule-au-nutella_344019.aspx,4.9,dessert,gâteau,gâteau roulé,,,très facile,bon marché,4,15,5,20
2339,Gâteau au beurre de cacahuètes,https://www.marmiton.org/recettes/recette_gateau-au-beurre-de-cacahuetes_14884.aspx,2.5,,,,,,très facile,moyen,4,15,45,60
2340,Semifreddo au chocolat meringué,https://www.marmiton.org/recettes/recette_semifreddo-au-chocolat-meringue_22905.aspx,4.0,,,,,,très facile,bon marché,4,15,0,15
2341,Muffins framboises et chocolat blanc,https://www.marmiton.org/recettes/recette_muffins-framboises-et-chocolat-blanc_56319.aspx,4.7,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,15,25,40
2342,Pâte brisée au mixer,https://www.marmiton.org/recettes/recette_pate-brisee-au-mixer_11757.aspx,4.8,dessert,tarte,pâte à tarte,,,très facile,bon marché,4,10,0,10
2343,Clafoutis flambé aux bananes,https://www.marmiton.org/recettes/recette_clafoutis-flambe-aux-bananes_14147.aspx,4.4,dessert,flan,clafoutis,,,très facile,bon marché,4,10,35,45
2344,Crémet d'Anjou,https://www.marmiton.org/recettes/recette_cremet-d-anjou_228387.aspx,5.0,,,,,,facile,bon marché,4,15,0,15
2345,Baklawa aux amandes,https://www.marmiton.org/recettes/recette_baklawa-aux-amandes_37344.aspx,3.7,,,,,,moyenne,moyen,4,45,1,46
2346,'The' Sachertorte (Autriche),https://www.marmiton.org/recettes/recette_the-sachertorte-autriche_25719.aspx,4.5,,,,,,moyenne,bon marché,4,30,1,31
2347,Cheesecake oréo sans cuisson,https://www.marmiton.org/recettes/recette_cheesecake-oreo-sans-cuisson_338431.aspx,4.5,dessert,cheesecake,,,,facile,bon marché,4,40,0,40
2348,"Glace au bonbon '"Arlequin de Lutti'"",https://www.marmiton.org/recettes/recette_glace-au-bonbon-arlequin-de-lutti_225208.aspx,1.7,dessert,dessert glacé,glace,,,facile,bon marché,4,20,5,25
2349,Cartoon cake,https://www.marmiton.org/recettes/recette_cartoon-cake_535049.aspx,5.0,,,,,,difficile,assez cher,4,0,0,0
2350,Bouillie au chocolat,https://www.marmiton.org/recettes/recette_bouillie-au-chocolat_47149.aspx,4.6,,,,,,très facile,bon marché,4,15,15,30
2351,Ice Cream Sandwich,https://www.marmiton.org/recettes/recette_ice-cream-sandwich_528242.aspx,0.0,dessert,dessert glacé,,,,facile,moyen,4,10,20,30
2352,Cheesecake aux fraises et citron vert (sans cuisson),https://www.marmiton.org/recettes/recette_cheesecake-aux-fraises-et-citron-vert-sans-cuisson_527901.aspx,4.9,dessert,cheesecake,,,,très facile,bon marché,4,30,0,30
2353,Cookies au chocolat blanc,https://www.marmiton.org/recettes/recette_cookies-au-chocolat-blanc_58555.aspx,4.4,dessert,gâteau,petits gâteaux,,,facile,moyen,4,20,15,35
2354,Cheesecake spéculoos sans cuisson,https://www.marmiton.org/recettes/recette_cheesecake-spe-culoos-sans-cuisson_528380.aspx,5.0,dessert,cheesecake,,,,facile,bon marché,4,0,0,0
2355,Salade de pêches blanches,https://www.marmiton.org/recettes/recette_salade-de-peches-blanches_30860.aspx,4.8,,,,,,très facile,bon marché,4,15,0,15
2356,Confiture de nèfles du Japon,https://www.marmiton.org/recettes/recette_confiture-de-nefles-du-japon_168984.aspx,4.5,,,,,,facile,bon marché,4,1,45,46
2357,Tiramisu au caramal beurre salé et spéculoos,https://www.marmiton.org/recettes/recette_tiramisu-au-caramal-beurre-sale-et-speculoos_229138.aspx,4.9,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,25,10,35
2358,Gâteau aux pommes à la poêle,https://www.marmiton.org/recettes/recette_gateau-aux-pommes-a-la-poele_25684.aspx,4.4,dessert,gâteau,gâteau aux pommes,,,très facile,bon marché,4,10,30,40
2359,Gâteau au chocolat  (sans beurre ni crème ni lait...),https://www.marmiton.org/recettes/recette_gateau-au-chocolat-sans-beurre-ni-creme-ni-lait_55535.aspx,4.0,dessert,crème,crème dessert,,,très facile,bon marché,4,10,30,40
2569,Sauce pesto,https://www.marmiton.org/recettes/recette_sauce-pesto_93290.aspx,3.9,sauce salée,Autres sauces,,,,très facile,bon marché,4,30,0,30
2360,Chichis fregi de l'Estaque,https://www.marmiton.org/recettes/recette_chichis-fregi-de-l-estaque_13915.aspx,4.5,,,,,,très facile,bon marché,4,20,45,65
2361,Le suisse (spécialité de valence - drôme),https://www.marmiton.org/recettes/recette_le-suisse-specialite-de-valence-drome_37156.aspx,4.8,,,,,,très facile,bon marché,4,15,20,35
